"Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group","ISSCAAP_Group","CPC_Class","CPC_Group"
"1100400170","14832","California ray","","","","","","Raja inornata","Jordan & Gilbert 1881","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400171","14833","Shorttail skate","Raie à queue courte","","","","","Raja jenseni","Bigelow & Schroeder 1950","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400172","14834","","","","","","","Raja johannisdavisi","Alcock 1899","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400173","14835","","","","","","","Raja kenojei","Müller & Henle 1841","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400803","14836","Krefft's ray","Raie de Krefft","Raya de Krefft","","","","Malacoraja kreffti","(Stehmann 1977)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400176","14837","Rattail skate","","","","","","Raja lanceorostrata","Wallace 1967","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400177","14838","Thornback skate","","","","","","Raja lemprieri","Richardson 1845","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400178","14839","","","","","","","Raja lentiginosa","Bigelow & Schroeder 1951","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400179","14840","Leopard skate","","","","","","Raja leopardus","Bonde & Swart 1923","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400180","14841","","","","","","","Raja leucosticta","Stehmann 1971","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400181","14842","Sailray","Raie voile","Raya vela","شِفنين بحري حِجاب","麻鳐","","Raja lintea","Fries 1838","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400182","14843","","","","","","","Raja macrocauda","Ishiyama 1955","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400183","14844","Madeiran ray","Raie de Madère","Raya de Madeira","","","","Raja maderensis","Lowe 1839","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400184","14845","","","","","","","Raja meerdervoortii","Bleeker 1860","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400185","14846","Maltese ray","","","","","","Raja melitensis","Clark 1926","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400186","14847","Brown ray","Raie miroir","Raya de espejos","","","","Raja miraletus","Linnaeus 1758","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400187","14848","Rough skate","","","","","","Raja nasuta","Müller & Henle 1841","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400188","14849","Norwegian skate","Pocheteau de Norvège","Raya noruega","","","","Raja nidarosiensis","Storm 1881","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400190","14850","Spreadfin skate","","","","","","Raja olseni","Bigelow & Schroeder 1951","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400191","14851","","","","","","","Raja pita","Fricke & Al-Hassan 1995","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400192","14852","Argus skate","","","","","","Raja polyommata","Ogilby 1910","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400193","14853","Speckled ray","","","","","","Raja polystigma","Regan 1923","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400194","14854","","","","","","","Raja powelli","Alcock 1898","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400195","14855","","","","","","","Raja pulchra","Liu 1932","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400196","14856","Slime skate","","","","","","Raja pullopunctata","Smith 1964","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400197","14857","","","","","","","Raja purpuriventralis","Bigelow & Schroeder 1962","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400198","14858","Rough ray","Raie rape","","","","","Raja radula","Delaroche 1809","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400199","14859","Smoothback skate","","","","","","Raja ravidula","Hulley 1970","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400126","14860","Longnose skate","","Raya narigona","","","","Raja rhina","(Jordan & Gilbert 1880)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400127","14861","Bigmouth skate","","","","","","Raja robertsi","Hulley 1970","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400128","14862","Rondelet's ray","Raie de Rondelet","","","","","Raja rondeleti","Bougis 1959","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400129","14863","","","","","","","Raja rouxi","Capapé 1977","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400130","14864","","","","","","","Raja schmidti","Ishiyama 1958","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400114","14865","Roughbelly skate","","","","","","Raja springeri","Wallace 1967","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400115","14866","Starry skate","","","","","","Raja stellulata","(Jordan & Gilbert 1880)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400116","14867","Prow-nose skate","","","","","","Raja stenorhynchus","Wallace 1967","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400117","14868","Spotted skate","","","","","","Raja straeleni","Poll 1951","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400118","14869","Whiteleg skate","Raie épineuse","","","","","Raja taaf","Meissner 1987","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400119","14870","Prickly brown ray","","","","","","Raja teevani","Bigelow & Schroeder 1951","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400120","14871","","","","","","","Raja tengu","Jordan & Fowler 1903","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400121","14872","Roundel skate","","","","","","Raja texana","Chandler 1921","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400124","14873","Velez ray","","","","","","Raja velezi","Chirichigno F. 1973","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400108","14874","Yellowspotted skate","","","","","","Raja wallacei","Hulley 1970","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400123","14875","Wedgenose skate","","","","","","Raja whitleyi","Iredale 1938","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210508001","14876","Jenyns's sprat","Sardinelle de la Plata","Sardinela del Plata","سردينة بلاطا","宆若鲱","","Ramnogaster arcuata","(Jenyns 1842)","PISCES","Fish, crustaceans and molluscs, etc.","Herrings, sardines, anchovies","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1703236001","14877","Randall's snapper","Vivaneau de Randall","Pargo de Randall","عَصمودي غاندال","长丝莱氏笛鲷","","Randallichthys filamentosus","(Fourmanoir 1970)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1580204601","14878","","","","","","","Raneya fluminensis","(Miranda-Ribeiro 1903)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1480401101","14879","Tadpole fish","Trident","","","","","Raniceps raninus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Cods, hakes, haddocks","Fish of Gadiformes, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1900800101","14880","Slender sunfish","Ranzania","Ranzania","","","","Ranzania laevis","(Pennant 1776)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400205701","14881","Slender rasbora","","","","","","Rasbora daniconius","(Hamilton 1822)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400205702","14882","","","","","","","Rasbora elanga","Hamilton 1822","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400205703","14883","Harlequin rasbora","","","","","","Rasbora heteromorpha","Duncker 1904","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400205705","14884","Gangetic scissortail rasbora","","","","","","Rasbora rasbora","(Hamilton 1822)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
