"Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group","ISSCAAP_Group","CPC_Class","CPC_Group"
"1704149904","14713","Spotted goatfish","Rouget-barbet tacheté","","","","","Pseudupeneus maculatus","(Bloch 1793)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1709300701","14714","","","","","","","Psilodraco breviceps","Norman 1937","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732120201","14715","","","","","","","Psilogobius mainlandi","Baldwin 1972","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400600701","14716","","","","","","","Psilorhynchus sucatio","(Hamilton 1822)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732120301","14717","","","","","","","Psilotris alepis","Ginsburg 1953","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1781800601","14718","","","","","","","Psychrolutes macrocephalus","(Gilchrist 1904)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780401001","14719","Crested scorpionfish","","","","","","Ptarmus jubatus","(Smith 1935)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1702700601","14720","Pacific fanfish","","","","","","Pteraclis aesticola","(Jordan & Snyder 1901)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1580601602","14721","Purple brotula","","","","","","Grammonus diagrammus","(Heller & Snodgrass 1903)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706303701","14722","","","","","","","Pteragogus amboinensis","(Bleeker 1856)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1701202001","14723","","","","","","","Pterapogon kauderni","Koumans 1933","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732500901","14724","","","","","","","Ptereleotris arabica","Randall & Hoese 1985","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210606801","14725","Wingfin anchovy","Anchois grande aile","","","","","Pterengraulis atherinoides","(Linnaeus 1766)","PISCES","Fish, crustaceans and molluscs, etc.","Shads","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700011101","14726","Goldband fusilier","Caesio à ceinture d'or","Fusilero cinta dorada","بُندُقِية بحزام ذهب","金带鳞鳍梅鲷","","Pterocaesio chrysozona","(Cuvier 1830)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700011102","14727","Double-lined fusilier","Fusilier à deux bandes jaunes","Fusilero de dos bandas","بُندُقِية بأَشْرطَتَيْنِ صفراء","双带鳞鳍梅鲷","","Pterocaesio digramma","(Bleeker 1865)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700011103","14728","Banana fusilier","Fusilier banane","Fusilero banana","بُندُقِية  مَوْز","斑尾鳞鳍梅鲷","","Pterocaesio pisang","(Bleeker 1853)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700011104","14729","One-stripe fusilier","Fusilier à une bande","Fusilero de una banda","بُندُقِية بِشَريط واحد","黄带鳞鳍梅鲷","","Pterocaesio tessellata","Carpenter 1987","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1705937707","14730","","","","","","","Pterochromis congicus","(Boulenger 1897)","PISCES","Fish, crustaceans and molluscs, etc.","Tilapias and other cichlids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410700701","14731","","","","","","","Pterocryptis afghana","(Günther 1864)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410309101","14732","Granulated catfish","","","","","","Pterodoras granulosus","(Valenciennes 1821)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1412213001","14733","","","","","","","Pteroglanis manni","Pearson 1924","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732106101","14734","","","","","","","Pterogobius elapoides","(Günther 1872)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780102001","14735","","","","","","","Pteroidichthys godfreyi","(Whitley 1954)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780103603","14736","Broadbarred firefish","Ptérois à antennes","","","","","Pterois antennata","(Bloch 1787)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780103604","14737","Radial firefish","","","","","","Pterois radiata","Cuvier 1829","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780103601","14738","Plaintail turkeyfish","","","","","","Pterois russelii","Bennett 1831","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780103605","14739","Hawaiian turkeyfish","","","","","","Pterois sphex","Jordan & Evermann 1903","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780103602","14740","Red lionfish","Rascasse volante","Pez león","","","","Pterois volitans","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1570801501","14741","","","","","","","Pterolebias hoignei","Thomerson 1974","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100701101","14742","Rough eagle ray","","","","","","Pteromylaeus asperrimus","(Gilbert 1898)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100701102","14743","Bull ray","Aigle vachette","","","","","Pteromylaeus bovinus","(Geoffroy St. Hilaire 1817)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1705942301","14744","","","","","","","Pterophyllum altum","Pellegrin 1903","PISCES","Fish, crustaceans and molluscs, etc.","Tilapias and other cichlids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1720800601","14745","","","","","","","Pteropsaron evolans","Jordan & Snyder 1902","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1703756301","14746","Bigmouth croaker","","","","","","Pterotolithus lateoides","(Bleeker 1850)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1703756302","14747","Blotched tiger-toothed croaker","","","","","","Pterotolithus maculatus","(Cuvier 1830)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1702700501","14748","Atlantic fanfish","","","","","","Pterycombus brama","Fries 1837","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1412804101","14749","Snow pleco","","","","","","Pterygoplichthys anisitsi","Eigenmann & Kennedy 1903","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1711405501","14750","Quillfish","","","","","","Ptilichthys goodei","Bean 1881","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400228901","14751","","","","","","","Ptychidio jordani","Myers 1930","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400215802","14752","","","","","","","Ptychobarbus conirostris","Steindachner 1866","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400205501","14753","Sacramento squawfish","","","","","","Ptychocheilus grandis","(Ayres 1854)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1705934201","14754","","","","","","","Ptychochromis oligacanthus","(Bleeker 1868)","PISCES","Fish, crustaceans and molluscs, etc.","Tilapias and other cichlids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1510605201","14755","Pug-nosed pipefish","","","","","","Pugnaso curtirostris","(Castelnau 1872)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1500100602","14756","Southern ninespine stickleback","","","","","","Pungitius platygaster","(Kessler 1859)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous diadromous fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1500100601","14757","Ninespine stickleback","Épinochette","","","","","Pungitius pungitius","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous diadromous fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400229001","14758","","","","","","","Pungtungia herzi","Herzenstein 1892","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1705931401","14759","","","","","","","Pungu maclareni","(Trewavas 1962)","PISCES","Fish, crustaceans and molluscs, etc.","Tilapias and other cichlids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400229101","14760","","","","","","","Puntioplites bulu","(Bleeker 1851)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216104","14761","","","","","","","Puntius amphibius","(Valenciennes 1842)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216105","14762","Arulius barb","","","","","","Puntius arulius","(Jerdon 1849)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216103","14763","Spotted barb","","","","","","Puntius binotatus","(Valenciennes 1842)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216106","14764","Rosy barb","","","","","","Puntius conchonius","(Hamilton 1822)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216108","14765","Blackspot barb","","","","","","Puntius filamentosus","(Valenciennes 1844)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400219202","14766","Jerdon's carp","","","","","","Hypselobarbus jerdoni","(Day 1870)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216109","14767","","","","","","","Puntius orphoides","(Valenciennes 1842)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400232403","14768","Olive barb","","","","","Барбус краснощекий","Systomus sarana","(Hamilton 1822)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216111","14769","Pool barb","","","","","","Puntius sophore","(Hamilton 1822)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216114","14770","Sumatra barb","","","","","","Puntius tetrazona","(Bleeker 1855)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400216115","14771","Ticto barb","","","","","","Puntius ticto","(Hamilton 1822)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1711507301","14772","","","","","","","Puzanovia virgata","Fedorov 1982","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1580204501","14773","","","","","","","Pycnocraspedum fulvum","Machida 1984","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732120401","14774","Secret goby","","","","","","Pycnomma semisquamatum","Rutter 1904","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1412502201","14775","","","","","","","Pygidianops eigenmanni","Myers 1944","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380102803","14776","Red piranha","","","","","","Pygocentrus nattereri","Kner 1858","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380102804","14777","San Francisco piranha","","","","","","Pygocentrus piraya","(Cuvier 1819)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706600801","14778","Regal angelfish","Poisson-ange duc","","","","","Pygoplites diacanthus","(Boddaert 1772)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380104701","14779","Lobetoothed piranha","","","","","","Pygopristis denticulata","(Cuvier 1819)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1411006001","14780","Flathead catfish","","Bagre piltonte","","","","Pylodictis olivaris","(Rafinesque 1818)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1580500601","14781","Dogtooth pearlfish","","","","","","Pyramodon punctatus","(Regan 1914)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381100601","14782","","","","","","","Pyrrhulina filamentosa","Valenciennes 1847","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1430700201","14783","","","","","","","Pythonichthys sanguineus","Poey 1868","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1431501401","14784","","","","","","","Quassiremus polyclitellum","Castle 1996","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732120501","14785","","","","","","","Quietula y-cauda","(Jenkins & Evermann 1889)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1570702801","14786","Barred topminnow","","","","","","Quintana atrizona","Hubbs 1934","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1630700301","14787","","","","","","","Quirichthys stramineus","(Whitley 1950)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700223101","14788","Sailfin anthias","","","","","","Rabaulichthys altipinnis","Allen 1984","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1390600501","14789","","","","","","","Racenisia fimbriipinna","Mago-Leccia 1994","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1211201601","14790","Raconda","","","","","","Raconda russeliana","Gray 1831","PISCES","Fish, crustaceans and molluscs, etc.","Shads","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1709353001","14791","","","","","","","Racovitzia glacialis","Dollo 1900","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1521000101","14792","Tapertail","","","","","","Radiicephalus elongatus","Osório 1917","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1781305401","14793","Smoothgum sculpin","","","","","","Radulinus vinculus","Bolin 1950","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400219101","14794","","","","","","","Raiamas ansorgii","(Boulenger 1910)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700223201","14795","Flathead perch","","","","","","Rainfordia opercularis","McCulloch 1923","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400133","14796","Ocellate skate","","","","","","Raja ackleyi","Garman 1881","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400134","14797","","","","","","","Raja acutispina","Ishiyama 1958","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400135","14798","African ray","","","","","","Raja africana","Capapé 1977","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400136","14799","","","","","","","Raja annandalei","Weber 1913","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400137","14800","Mediterranean starry ray","Raie étoilée","Raya estrellada","شِفنين بحري مُكَوْكَبة","星斑鳐","","Raja asterias","Delaroche 1809","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400138","14801","Sydney skate","","","","","","Raja australis","Macleay 1884","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400139","14802","Broad skate","","","","","","Raja badia","Garman 1899","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400140","14803","Deep-water ray","","","","","","Raja bathyphila","Holt & Byrne 1908","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400141","14804","Bigelow's ray","","","","","","Raja bigelowi","Stehmann 1978","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400142","14805","Big skate","","","","","","Raja binoculata","Girard 1855","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400143","14806","","","","","","","Raja boesemani","Ishihara 1987","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400144","14807","Bullis skate","Raie de Bullis","","","","","Raja bullisi","Bigelow & Schroeder 1962","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400145","14808","Blackspot skate","","","","","","Raja campbelli","Wallace 1967","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400146","14809","Spotback skate","","Raya a lunares","","","","Raja castelnaui","Miranda-Ribeiro 1907","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400147","14810","Munchskin skate","","","","","","Raja caudaspinosa","Von Bonde & Swart 1923","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400148","14811","White-spotted skate","","","","","","Raja cerva","Whitley 1939","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400149","14812","Finspot ray","","","","","","Raja cervigoni","Bigelow & Schroeder 1964","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400150","14813","","","","","","","Raja clarkii","Bigelow & Schroeder 1958","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400151","14814","","","","","","","Raja compagnoi","Stehmann 1995","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100404201","14815","Bigthorn skate","Raie grand épine","Raya de grande espina","","","","Rajella barnardi","(Norman 1935)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400153","14816","Cortez' ray","","","","","","Raja cortezensis","McEachran & Miyake 1988","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400154","14817","Eyespot skate","","Raya de círculos","","","","Raja cyclophora","Regan 1903","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400155","14818","","","","","","","Raja dageti","Capapé 1977","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400156","14819","Ghost skate","","","","","","Raja dissimilis","Hulley 1970","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400157","14820","Violet skate","","","","","","Raja doutrei","Cadenat 1960","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400158","14821","Clearnose skate","","","","","","Raja eglanteria","Bosc 1800","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400159","14822","Ecuatorial ray","","","","","","Raja equatorialis","Jordan & Bollman 1890","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400161","14823","","","","","","","Raja fuliginea","Bigelow & Schroeder 1954","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400162","14824","Freckled skate","","","","","","Raja garmani","Whitley 1939","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400163","14825","","","","","","","Raja gigas","Ishiyama 1958","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400164","14826","Greenback skate","","","","","","Raja gudgeri","(Whitley 1940)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400165","14827","","","","","","","Raja heemstrai","McEachran & Fechhelm 1982","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400166","14828","","","","","","","Raja herwigi","Krefft 1965","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400167","14829","","","","","","","Raja hollandi","Jordan & Richardson 1909","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400168","14830","Arctic skate","Raie arctique","Raya ártica","شِفنين بحري قُطبية","极北鳐","","Raja hyperborea","Collett 1879","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400169","14831","","","","","","","Raja innominata","Garrick & Paul 1974","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
