"Alpha3_Code","Author","Family_mapping","Identifier","IsscaapGrp_mapping","Name_Ar","Name_Cn","Name_En","Name_Es","Name_Fr","Name_Ru","Order_mapping","Scientific_Name","Sort","Taxonomic_Code","Unit"
"LNB","(Eydoux & Gervais 1837)","SYNGNATHIDAE","13144","33","","","Deep-bodied pipefish","","","","SYNGNATHIFORMES","Leptonotus blainvilleanus","33151010113001000","151010113001","t"
"LOV","(Quoy & Gaimard 1824)","LABRIDAE","13145","33","","","Marbled parrotfish","","Perroquet marbré","","LABRIFORMES (LABROIDEI)","Leptoscarus vaigiensis","33179702117401000","179702117401","t"
"LEY","(Richardson 1846)","LEPTOSCOPIDAE","13146","33","","","Estuary stargazer","","","","LABRIFORMES (URANOSCOPOIDEI)","Leptoscopus macropygus","33179806101401000","179806101401","t"
"LSB","(Koefoed 1956)","STOMIIDAE","13147","34","","","","","","","STOMIIFORMES","Leptostomias bilobatus","34145104105801000","145104105801","t"
"LSA","(Richardson 1844)","SYNANCEIIDAE","13148","33","","","","","","","PERCIFORMES (SCORPAENOIDEI)","Leptosynanceia asteroblepa","33172522109401000","172522109401","t"
"LKP","(Gupta 1966)","TRICHIURIDAE","13149","34","سمك-حُسام كُرُمانديل","潘氏沙带鱼","Coromandel hairtail","Pez sable coromandélico","Poisson-sabre bécune","","SCOMBRIFORMES (SCOMBROIDEI)","Lepturacanthus pantului","34152516103401000","152516103401","t"
"SVH","(Cuvier 1829)","TRICHIURIDAE","13150","34","سمك-حُسام سافالي","沙带鱼","Savalai hairtail","Pez sable savalai","Poisson-sabre cimeterre","","SCOMBRIFORMES (SCOMBROIDEI)","Lepturacanthus savala","34152516103402000","152516103402","t"
"LDA","(Ege 1930)","PARALEPIDIDAE","13151","34","","","","","","","AULOPIFORMES","Lestidiops affinis","34145511101801000","145511101801","t"
"LDL","Borodin 1928","PARALEPIDIDAE","13152","34","","","Atlantic barracudina","","","","AULOPIFORMES","Lestidium atlanticum","34145511102201000","145511102201","t"
"LTX","Poll 1943","CICHLIDAE","13153","12","","","","","","","CICHLIFORMES","Lestradea perspicax","12160102143001000","160102143001","t"
"LDI","(Poey 1868)","PARALEPIDIDAE","13154","34","","","","","","","AULOPIFORMES","Lestrolepis intermedia","34145511102601000","145511102601","t"
"GOF","(Malm 1874)","GOBIIDAE","13155","33","","","Fries's goby","","Gobie à grandes écailles","","GOBIIFORMES","Lesueurigobius friesii","33150109141401000","150109141401","t"
"ALY","Goode & Bean 1882","OPHICHTHIDAE","13156","33","","","","","","","ANGUILLIFORMES","Letharchus velifer","33120018110201000","120018110201","t"
"LEL","(Anderson 1988)","ZOARCIDAE","13157","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Japonolycodes magellanicus","34175543107802000","175543107802","t"
"GHO","Hubbs 1926","GOBIIDAE","13158","33","","","Halfblind goby","","","","GOBIIFORMES","Lethops connectens","33150109141801000","150109141801","t"
"LTW","(Jordan & Snyder 1902)","CYCLOPTERIDAE","13159","34","","","","","","","PERCIFORMES (COTTOIDEI)","Eumicrotremus awae","34173538102201000","173538102201","t"
"LNU","Regan 1922","CICHLIDAE","13160","12","","","","","","","CICHLIFORMES","Lethrinops albus","12160102143401000","160102143401","t"
"LTT","Seale 1910","LETHRINIDAE","13161","33","","","Pacific yellowtail emperor","","","","ACANTHURIFORMES","Lethrinus atkinsoni","33182023102202000","182023102202","t"
"LTE","Smith 1959","LETHRINIDAE","13162","33","","","Blackeye emperor","","","","ACANTHURIFORMES","Lethrinus enigmaticus","33182023102207000","182023102207","t"
"LTY","Valenciennes 1830","LETHRINIDAE","13163","33","","","Longfin emperor","","","","ACANTHURIFORMES","Lethrinus erythropterus","33182023102209000","182023102209","t"
"LTK","(Forsskål 1775)","LETHRINIDAE","13164","33","","","Thumbprint emperor","Emperador San Pedro","Empereur Saint Pierre","","ACANTHURIFORMES","Lethrinus harak","33182023102211000","182023102211","t"
"LTI","Alleyne & Macleay 1877","LETHRINIDAE","13165","33","","","Grass emperor","","","","ACANTHURIFORMES","Lethrinus laticaudis","33182023102212000","182023102212","t"
"LTS","(Lacépède 1802)","LETHRINIDAE","13166","33","","","Pink ear emperor","Emperador de lentejuelas","Empereur lentille","","ACANTHURIFORMES","Lethrinus lentjan","33182023102213000","182023102213","t"
"LTQ","(Forsskål 1775)","LETHRINIDAE","13167","33","","","Sky emperor","Emperador mahsena","Empereur mahsena","","ACANTHURIFORMES","Lethrinus mahsena","33182023102214000","182023102214","t"
"LEN","Valenciennes 1830","LETHRINIDAE","13168","33","","","Smalltooth emperor","Emperador boquidulce","Empereur tridents","","ACANTHURIFORMES","Lethrinus microdon","33182023102215000","182023102215","t"
"LHI","(Forster 1801)","LETHRINIDAE","13169","33","","","Trumpet emperor","","Gueule rouge","","ACANTHURIFORMES","Lethrinus miniatus","33182023102216000","182023102216","t"
"LHN","(Forsskål 1775)","LETHRINIDAE","13170","33","إمبراطور مُبرَّق","星斑裸颊鲷","Spangled emperor","Emperador relámpago","Empereur moris","","ACANTHURIFORMES","Lethrinus nebulosus","33182023102217000","182023102217","t"
"LHO","Valenciennes 1830","LETHRINIDAE","13171","33","","","Longface emperor","","","","ACANTHURIFORMES","Lethrinus olivaceus","33182023102219000","182023102219","t"
"LHR","Valenciennes 1830","LETHRINIDAE","13172","33","","","Red snout emperor","","","","ACANTHURIFORMES","Lethrinus reticulatus","33182023102221000","182023102221","t"
"LHB","Sato 1978","LETHRINIDAE","13173","33","","","Spotcheek emperor","","Empereur honteux","","ACANTHURIFORMES","Lethrinus rubrioperculatus","33182023102222000","182023102222","t"
"LHV","Valenciennes 1830","LETHRINIDAE","13174","33","","","Slender emperor","","","","ACANTHURIFORMES","Lethrinus variegatus","33182023102224000","182023102224","t"
"LPK","(Ladiges 1960)","CYPRINIDAE","13175","11","","","","","","","CYPRINIFORMES","Carasobarbus kosswigi","11140014108202000","140014108202","t"
"LUD","(Heckel 1843)","LEUCISCIDAE","13176","11","","","Belica","","Able de Heckel","","CYPRINIFORMES","Leucaspius delineatus","11140023113801000","140023113801","t"
"LUY","(Kessler 1859)","LEUCISCIDAE","13177","11","","","Dnieper chub","","","","CYPRINIFORMES","Petroleuciscus borysthenicus","11140023121801000","140023121801","t"
"LUC","(Richardson 1857)","LEUCISCIDAE","13178","11","","","","","","","CYPRINIFORMES","Squalius cii","11140023130603000","140023130603","t"
"LUH","(Linnaeus 1758)","LEUCISCIDAE","13179","11","","","Chub","","","Голавль","CYPRINIFORMES","Squalius cephalus","11140023130602000","140023130602","t"
"LUP","Steindachner 1866","LEUCISCIDAE","13180","11","","","","","","","CYPRINIFORMES","Telestes polylepis","11140023131401000","140023131401","t"
"LUR","(Günther 1868)","LEUCISCIDAE","13181","11","","","","","","","CYPRINIFORMES","Squalius pyrenaicus","11140023130605000","140023130605","t"
"LUS","Risso 1827","LEUCISCIDAE","13182","11","","","Vairone","","Blageon","","CYPRINIFORMES","Telestes souffia","11140023131402000","140023131402","t"
"GPP","Hilgendorf 1880","GOBIIDAE","13183","33","","","","","","","GOBIIFORMES","Leucopsarion petersii","33150109142201000","150109142201","t"
"LSS","(Jenkins & Evermann 1889)","ATHERINOPSIDAE","13184","37","","","Gulf grunion","","","","ATHERINIFORMES","Leuresthes sardina","37156511103801000","156511103801","t"
"LKA","Böhlke 1968","DACTYLOSCOPIDAE","13185","33","","","Smoothlip stargazer","","","","BLENNIIFORMES","Leurochilus acon","33167013102201000","167013102201","t"
"BLH","Rass 1955","BATHYLAGIDAE","13186","34","","","Northern smoothtounge","","","","ARGENTINIFORMES","Leuroglossus schmidti","34141604102201000","141604102201","t"
"OLL","Rosenblatt & McCosker 1970","OPHICHTHIDAE","13187","33","","","Acned snake-eel","","","","ANGUILLIFORMES","Leuropharus lasiops","33120018110601000","120018110601","t"
"LVI","(Jenyns 1840)","PLATYCEPHALIDAE","13188","33","","","","","","","PERCIFORMES (SCORPAENOIDEI)","Leviprora inops","33172518103401000","172518103401","t"
"LKE","(Bleeker 1854)","SOLEIDAE","13189","31","","","","","","","CARANGIFORMES (PLEURONECTOIDEI)","Liachirus melanospilos","31155220105401000","155220105401","t"
"LUA","(Boulenger 1916)","AUCHENOGLANIDIDAE","13190","13","","","","","","","SILURIFORMES","Notoglanidium maculatum","13141038101404000","141038101404","t"
"LNC","Trewavas 1935","CICHLIDAE","13191","12","","","Malawi gar","","","","CICHLIFORMES","Lichnochromis acuticeps","12160102143801000","160102143801","t"
"LCP","(Schreiner & Ribeiro 1903)","DOROSOMATIDAE","13192","35","","","Atlantic piquitinga","Sardineta piquitinga","Harengule piquitinge atlantiq.","","CLUPEIFORMES","Lile piquitinga","35121010106601000","121010106601","t"
"LCS","(Jordan & Gilbert 1882)","DOROSOMATIDAE","13193","35","رنكة صغيرة بيكويتِنكا للمحيط الهادئ","太平洋侧带鲱","Pacific piquitinga","Sardineta piquitinga pelada","Harengule piquitinge Pacifique","","CLUPEIFORMES","Lile stolifera","35121010106602000","121010106602","t"
"LIV","(Thys van den Audenaerde & Loiselle 1971)","CICHLIDAE","13194","12","","","","","","","CICHLIFORMES","Chromidotilapia cavalliensis","12160102117401000","160102117401","t"
"LMY","(Rivas & Fink 1970)","POECILIIDAE","13195","13","","","Grand Cayman limia","","","","CYPRINODONTIFORMES","Poecilia caymanensis","13157010105802000","157010105802","t"
"IMD","Smith 1958","CREEDIIDAE","13196","33","","","","","","","ACROPOMATIFORMES","Limnichthys nitidus","33180018101801000","180018101801","t"
"LNE","(Poll 1949)","CICHLIDAE","13197","12","","","","","","","CICHLIFORMES","Greenwoodochromis abeelei","12160102131801000","160102131801","t"
"LMI","Taliev 1935","COTTIDAE","13198","13","","","","","","","PERCIFORMES (COTTOIDEI)","Limnocottus bergianus","13173534104601000","173534104601","t"
"LNR","(Boulenger 1899)","CICHLIDAE","13199","12","","","","","","","CICHLIFORMES","Limnotilapia dardennii","12160102144201000","160102144201","t"
"LYT","Waterman 1939","LINOPHRYNIDAE","13200","34","","","","","","","LOPHIIFORMES","Linophryne algibarbata","34185021101401000","185021101401","t"
"LGI","Hilgendorf 1878","AMBLYCIPITIDAE","13201","13","","","","","","","SILURIFORMES","Liobagrus reinii","13141015101401000","141015101401","t"
"LRS","Briggs 1955","GOBIESOCIDAE","13202","33","","","Minute clingfish","","","","BLENNIIFORMES","Liobranchia stria","33167007110601000","167007110601","t"
"LFU","(Smith 1954)","LIOPROPOMATIDAE","13203","33","","","African basslet","","","","PERCIFORMES (PERCOIDEI)","Liopropoma africanum","33170004102601000","170004102601","t"
"LMK","(Starck & Courtenay 1962)","LIOPROPOMATIDAE","13204","33","","","Wrasse bass","","","","PERCIFORMES (PERCOIDEI)","Liopropoma eukrines","33170004102602000","170004102602","t"
"IOO","(Herzenstein 1890)","PLEURONECTIDAE","13205","31","","","","","","","CARANGIFORMES (PLEURONECTOIDEI)","Pseudopleuronectes obscurus","31155212109803000","155212109803","t"
"LII","Günther 1880","SCORPAENIDAE","13206","34","","","","","","","PERCIFORMES (SCORPAENOIDEI)","Lioscorpius longiceps","34172525105401000","172525105401","t"
"LMU","(Jardine & Schomburgk 1841)","AUCHENIPTERIDAE","13207","13","","","Jaguar catfish","","","","SILURIFORMES","Liosomadoras oncinus","13141021105001000","141021105001","t"
"LCY","(Pallas 1814)","LIPARIDAE","13208","34","","","Spotted snailfish","","","","PERCIFORMES (COTTOIDEI)","Liparis callyodon","34173539103401000","173539103401","t"
"LIH","Able 1976","LIPARIDAE","13209","34","","","Gulf snailfish","","","","PERCIFORMES (COTTOIDEI)","Liparis coheni","34173539103402000","173539103402","t"
"LIF","Krøyer 1847","LIPARIDAE","13210","34","","","","","","","PERCIFORMES (COTTOIDEI)","Liparis fabricii","34173539103403000","173539103403","t"
"LIU","Bean 1881","LIPARIDAE","13211","34","","","Variegated snailfish","","","","PERCIFORMES (COTTOIDEI)","Liparis gibbus","34173539103404000","173539103404","t"
"LIL","(Linnaeus 1766)","LIPARIDAE","13212","34","","","Striped seasnail","","Limace de mer","","PERCIFORMES (COTTOIDEI)","Liparis liparis","34173539103405000","173539103405","t"
"LIM","(Donovan 1804)","LIPARIDAE","13213","34","","","Montagus seasnail","","Petite limace de mer","","PERCIFORMES (COTTOIDEI)","Liparis montagui","34173539103406000","173539103406","t"
"LIS","Reinhardt 1837","LIPARIDAE","13214","34","","","Kelp snailfish","","","","PERCIFORMES (COTTOIDEI)","Liparis tunicatus","34173539103409000","173539103409","t"
"LIA","Gilbert 1915","LIPARIDAE","13215","34","","","Pygmy snailfish","","","","PERCIFORMES (COTTOIDEI)","Lipariscus nanus","34173539103801000","173539103801","t"
"LIR","(Chan 1970)","LUTJANIDAE","13216","33","عصموديّ ثُؤلول","叶唇笛鲷","Tang's snapper","Pargo trompudo","Vivaneau verrue","","ACANTHURIFORMES","Lipocheilus carnolabrum","33182012104201000","182012104201","t"
"NNL","Goode & Bean 1895","NOTACANTHIDAE","13217","34","","","","","","","NOTACANTHIFORMES","Lipogenys gillii","34119502001001000","119502001001","t"
"LGF","Gilmore & Jones 1988","GRAMMATIDAE","13218","33","","","Yellow basslet","","","","BLENNIIFORMES","Lipogramma flavescens","33167005101401000","167005101401","t"
"LFD","(Steindachner & Kolombatovic 1883)","BLENNIIDAE","13219","33","","","","","","","BLENNIIFORMES","Microlipophrys adriaticus","33167009112601000","167009112601","t"
"LSW","(Duncker 1915)","SYNGNATHIDAE","13221","33","","","","","","","SYNGNATHIFORMES","Lissocampus bannwarthi","33151010113401000","151010113401","t"
"LLU","Smith 1966","GOBIESOCIDAE","13222","33","","","Streaky clingfish","","","","BLENNIIFORMES","Lissonanchus lusherae","33167007111001000","167007111001","t"
"LDD","(Valenciennes 1840)","DORADIDAE","13223","13","","","","","","","SILURIFORMES","Lithodoras dorsalis","13141022106601000","141022106601","t"
"LGV","Eigenmann 1909","LORICARIIDAE","13224","13","","","","","","","SILURIFORMES","Lithogenes villosus","13141006109001000","141006109001","t"
"LXB","(Regan 1906)","LORICARIIDAE","13225","13","","","","","","","SILURIFORMES","Paralithoxus bovallii","13141006111801000","141006111801","t"
"LIW","(Herre 1926)","BLENNIIDAE","13226","33","","","Fowler's rockskipper","","","","BLENNIIFORMES","Litobranchus fowleri","33167009111401000","167009111401","t"
"LZD","(Steindachner 1870)","MUGILIDAE","13227","33","","","Grooved mullet","","","","MUGILIFORMES","Chelon dumerili","33165001102603000","165001102603","t"
"LZR","(Smith 1846)","MUGILIDAE","13228","33","","","South African mullet","","","","MUGILIFORMES","Chelon richardsonii","33165001102609000","165001102609","t"
"LZU","(Smith 1935)","MUGILIDAE","13229","33","","","","","","","MUGILIFORMES","Chelon tricuspidens","33165001102611000","165001102611","t"
"LNF","(Zugmayer 1911)","MYCTOPHIDAE","13230","34","سمك قانُوس دُوفلِيني","道士叶灯鱼","Dofleini's lantern fish","Japonés","Lanterne de Dofleini","","MYCTOPHIFORMES","Lobianchia dofleini","34146108008201000","146108008201","t"
"LCO","(Popta 1904)","CYPRINIDAE","13231","11","","","","","","","CYPRINIFORMES","Lobocheilos bo","11140014121801000","140014121801","t"
"LHJ","(Boulenger 1898)","CICHLIDAE","13232","12","","","","","","","CICHLIFORMES","Lobochilotes labiata","12160102144601000","160102144601","t"
"LOB","(Bloch 1790)","LOBOTIDAE","13233","34","","松鲷","Tripletail","Dormilona","Croupia roche","","ACANTHURIFORMES","Lobotes surinamensis","34182009101802000","182009101802","t"
"LLI","Koumans 1944","GOBIIDAE","13234","33","","","Oman goby","","","","GOBIIFORMES","Lobulogobius omanensis","33150109142601000","150109142601","t"
"LNH","Mead 1959","OPISTOGNATHIDAE","13235","33","","","","","","","BLENNIIFORMES","Lonchopisthus higmani","33167006101001000","167006101001","t"
"LNL","(Bloch 1788)","SCIAENIDAE","13236","33","","","Longtail croaker","","Barbiche longue aile","","ACANTHURIFORMES","Lonchurus lanceolatus","33182006112201000","182006112201","t"
"LCI","Fowler 1937","XENOCYPRIDIDAE","13237","11","","","","","","","CYPRINIFORMES","Longiculter siahi","11140018105001000","140018105001","t"
"LFB","Boeseman 1964","LOPHICHTHYIDAE","13238","34","","","","","","","LOPHIIFORMES","Lophichthys boschmai","34185009101001000","185009101001","t"
"LPQ","Bailey & Stewart 1984","CLAROTEIDAE","13239","13","","","","","","","SILURIFORMES","Lophiobagrus aquilus","13141039103401000","141039103401","t"
"LHL","(Jordan & Richardson 1908)","HISTIOPHRYNIDAE","13240","33","","","Marble-mouthed frogfish","","","","LOPHIIFORMES","Lophiocharon lithinostomus","33185006102601000","185006102601","t"
"LHU","(Garman 1899)","LOPHIIDAE","13241","34","","","Spottedtail angler","","","","LOPHIIFORMES","Lophiodes caulinaris","34185001101401000","185001101401","t"
"LHS","(Vahl 1797)","LOPHIIDAE","13242","34","","","Blackmouth angler","","Baudroie bouche noire","","LOPHIIFORMES","Lophiomus setigerus","34185001101801000","185001101801","t"
"LSX","Steindachner 1876","PSEUDOPIMELODIDAE","13243","13","","","","","","","SILURIFORMES","Lophiosilurus alexandri","13141026101002000","141026101002","t"
"LFC","(Bianconi 1854)","DIODONTIDAE","13244","33","","","Four-bar porcupinefish","","","","TETRAODONTIFORMES","Lophodiodon calori","33190005103401000","190005103401","t"
"LHA","Regan 1925","ONEIRODIDAE","13245","34","","","Whalehead dreamer","","Rêveur fer-de-lance","","LOPHIIFORMES","Lophodolos acanthognathus","34185016103001000","185016103001","t"
"LFR","(Popta 1921)","GOBIIDAE","13246","33","","","","","","","GOBIIFORMES","Dotsugobius bleekeri","33150109122201000","150109122201","t"
"FGV","Miranda-Ribeiro 1915","LATILIDAE","13247","34","","","","","","","ACANTHURIFORMES","Lopholatilus villarii","34182014102202000","182014102202","t"
"LFG","Günther 1880","BOTHIDAE","13248","31","","","Crested flounder","","","","CARANGIFORMES (PLEURONECTOIDEI)","Lophonectes gallus","31155210105801000","155210105801","t"
