"Alpha3_Code","Author","Family_mapping","Identifier","IsscaapGrp_mapping","Name_Ar","Name_Cn","Name_En","Name_Es","Name_Fr","Name_Ru","Order_mapping","Scientific_Name","Sort","Taxonomic_Code","Unit"
"LBK","Rüppell 1836","CYPRINIDAE","12978","11","","","","","","","CYPRINIFORMES","Labeo forskalii","11140014120215000","140014120215","t"
"LBN","Hilgendorf & Pappenheim 1903","CYPRINIDAE","12979","11","","","","","","","CYPRINIFORMES","Labeo fuelleborni","11140014120216000","140014120216","t"
"LBI","(Hamilton 1822)","CYPRINIDAE","12980","11","","","Kuria labeo","","","","CYPRINIFORMES","Labeo gonius","11140014120217000","140014120217","t"
"LBQ","Heckel 1846-49","CYPRINIDAE","12981","11","","","","","","","CYPRINIFORMES","Labeo horie","11140014120218000","140014120218","t"
"LBJ","(Jerdon 1849)","CYPRINIDAE","12982","11","","","","","","","CYPRINIFORMES","Labeo kontius","11140014120219000","140014120219","t"
"LOM","Günther 1868","CYPRINIDAE","12983","11","","","","","","","CYPRINIFORMES","Labeo mesops","11140014120220000","140014120220","t"
"LOI","Day 1877","CYPRINIDAE","12984","11","","","","","","","CYPRINIFORMES","Labeo microphthalmus","11140014120221000","140014120221","t"
"LON","(Hamilton 1822)","CYPRINIDAE","12985","11","","","","","","","CYPRINIFORMES","Labeo nandina","11140014120222000","140014120222","t"
"LOL","(Forsskål 1775)","CYPRINIDAE","12986","11","","","","","","","CYPRINIFORMES","Labeo niloticus","11140014120223000","140014120223","t"
"LOH","(Hamilton 1822)","CYPRINIDAE","12987","11","","","","","","","CYPRINIFORMES","Labeo pangusia","11140014120224000","140014120224","t"
"LOE","Steindachner 1894","CYPRINIDAE","12988","11","","","","","","","CYPRINIFORMES","Labeo rosae","11140014120226000","140014120226","t"
"LOD","(Day 1872)","CYPRINIDAE","12989","11","","","","","","","CYPRINIFORMES","Labeo sindensis","11140014120227000","140014120227","t"
"EOU","(Smith 1841)","CYPRINIDAE","12990","11","","","Moggel","","","","CYPRINIFORMES","Labeo umbratus","11140014120229000","140014120229","t"
"LOC","Boulenger 1901","CYPRINIDAE","12991","11","","","Ningu","","","","CYPRINIFORMES","Labeo victorianus","11140014120230000","140014120230","t"
"LFE","Ahl 1926","CICHLIDAE","12992","12","","","Blue mbuna","","","","CICHLIFORMES","Labeotropheus fuelleborni","12160102141001000","160102141001","t"
"ANL","Gill & Ryder 1883","NEMICHTHYIDAE","12993","34","","","","","","","ANGUILLIFORMES","Labichthys carinatus","34120006101401000","120006101401","t"
"NNE","(Mead & Rubinoff 1966)","NEMICHTHYIDAE","12994","34","","","","","","","ANGUILLIFORMES","Labichthys yanoi","34120006101402000","120006101402","t"
"LSU","(Cope 1865)","ATHERINOPSIDAE","12995","13","","","Brook silverside","","","","ATHERINIFORMES","Labidesthes sicculus","13156511103401000","156511103401","t"
"LHE","Fryer 1956","CICHLIDAE","12996","12","","","Blue streak hap","","","","CICHLIFORMES","Labidochromis caeruleus","12160102141401000","160102141401","t"
"LUE","(Valenciennes 1842)","CYPRINIDAE","12997","11","","","","","","","CYPRINIFORMES","Labiobarbus leptocheilus","11140014121003000","140014121003","t"
"LCF","(Müller & Troschel 1849)","PSEUDOCHROMIDAE","12998","33","","","Fire-tail devil","","","","BLENNIIFORMES","Labracinus cyclophthalmus","33167001104601000","167001104601","t"
"LAV","Peters 1866","SCORPIDIDAE","12999","33","","","","","","","CENTRARCHIFORMES","Labracoglossa argenteiventris","33179502101401000","179502101401","t"
"BJU","(Guichenot 1847)","LABRIDAE","13000","33","","","Tubelip wrasse","","","","LABRIFORMES (LABROIDEI)","Labrichthys unilineatus","33179702113801000","179702113801","t"
"LSG","(Valenciennes 1836)","LABRISOMIDAE","13001","33","","","Palehead blenny","","","","BLENNIIFORMES","Gobioclinus gobio","33167011102601000","167011102601","t"
"LID","(Valenciennes 1839)","LABRIDAE","13002","33","","","Bluestreak cleaner wrasse","","","","LABRIFORMES (LABROIDEI)","Labroides dimidiatus","33179702114601000","179702114601","t"
"RSI","Randall 1981","LABRIDAE","13003","33","","","Allen's tubelip","","","","LABRIFORMES (LABROIDEI)","Labropsis alleni","33179702115001000","179702115001","t"
"USB","Ascanius 1767","LABRIDAE","13004","33","","贝氏隆头鱼","Ballan wrasse","Maragota","Vieille commune","","LABRIFORMES (LABROIDEI)","Labrus bergylta","33179702115401000","179702115401","t"
"USI","Linnaeus 1758","LABRIDAE","13005","33","","红纹隆头鱼","Cuckoo wrasse","Gallano","Vieille coquette","","LABRIFORMES (LABROIDEI)","Labrus mixtus","33179702115403000","179702115403","t"
"LHF","Fraser & Struhsaker 1991","APOGONIDAE","13006","33","","","","","","","GOBIIFORMES","Lachneratus phasmaticus","33150102106201000","150102106201","t"
"LCX","(Walbaum 1792)","LABRIDAE","13007","33","","","Hogfish","Doncella de pluma","Labre capitaine","","LABRIFORMES (LABROIDEI)","Lachnolaimus maximus","33179702115801000","179702115801","t"
"LCU","(Worthington 1932)","PROCATOPODIDAE","13008","13","","","","","","","CYPRINODONTIFORMES","Laciris pelagica","13157014102201000","157014102201","t"
"LFT","(Linnaeus 1758)","OSTRACIIDAE","13009","33","","","Buffalo trunkfish","","","","TETRAODONTIFORMES","Lactophrys trigonus","33190008101402000","190008101402","t"
"LFQ","(Linnaeus 1758)","OSTRACIIDAE","13010","33","","","Smooth trunkfish","","Coffre baguette","","TETRAODONTIFORMES","Lactophrys triqueter","33190008101403000","190008101403","t"
"OLO","(Linnaeus 1758)","OSTRACIIDAE","13011","33","","","Longhorn cowfish","","","","TETRAODONTIFORMES","Lactoria cornuta","33190008101801000","190008101801","t"
"LGR","Géry 1968","ALESTIDAE","13012","13","","","Sierra leone dwarf characin","","","","CHARACIFORMES","Ladigesia roloffi","13140304105801000","140304105801","t"
"LDG","(Gianferrari 1927)","LEUCISCIDAE","13013","11","","","","","","","CYPRINIFORMES","Ladigesocypris ghigii","11140023112601000","140023112601","t"
"LDT","Dybowski 1869","GOBIONIDAE","13014","11","","","Tachanovsky's gudgeon","","","","CYPRINIFORMES","Ladislavia taczanowskii","11140021104201000","140021104201","t"
"LMN","(Kner 1858)","ANOSTOMIDAE","13015","13","","","","","","","CHARACIFORMES","Laemolyta taeniata","13140312102201000","140312102201","t"
"LML","Poll 1953","MORIDAE","13016","32","","","Guinean codling","","","","GADIFORMES","Laemonema laureysi","32148012103401000","148012103401","t"
"LMG","Schmidt 1938","MORIDAE","13017","32","","","Longfin codling","","","Лимонема длинноперая","GADIFORMES","Laemonema longipes","32148012103402000","148012103402","t"
"LKU","Fowler 1934","BOTHIDAE","13018","31","","","Clear fin-base flounder","","","","CARANGIFORMES (PLEURONECTOIDEI)","Laeops clarus","31155210105401000","155210105401","t"
"LTV","(Cope 1870)","CICHLIDAE","13019","12","","","","","","","CICHLIFORMES","Laetacara flavilabris","12160102141801000","160102141801","t"
"CDK","Poll, Whitehead & Hopson 1965","DOROSOMATIDAE","13020","24","","","Roundbelly pellonuline","","","","CLUPEIFORMES","Laeviscutella dekimpei","24121010106201000","121010106201","t"
"LFH","Miranda-Ribeiro 1915","TETRAODONTIDAE","13021","33","","","Diamondback puffer","","","","TETRAODONTIFORMES","Lagocephalus guentheri","33190006105801000","190006105801","t"
"LFL","(Linnaeus 1766)","TETRAODONTIDAE","13022","33","","","Smooth puffer","","","","TETRAODONTIFORMES","Lagocephalus laevigatus","33190006105803000","190006105803","t"
"LGH","(Linnaeus 1758)","TETRAODONTIDAE","13023","33","","","Oceanic puffer","Tamboril liebre","Compère océanique","","TETRAODONTIFORMES","Lagocephalus lagocephalus","33190006105804000","190006105804","t"
"LAL","(Jordan & Brayton 1877)","CATOSTOMIDAE","13025","11","","","Harelip sucker","","","","CYPRINIFORMES","Moxostoma lacerum","11140002105003000","140002105003","t"
"LGO","(Linnaeus 1766)","SPARIDAE","13026","33","","","Pinfish","Sargo salema","Sar salème","","ACANTHURIFORMES","Lagodon rhomboides","33182024107801000","182024107801","t"
"LWG","(Dybowski 1869)","LEUCISCIDAE","13027","11","","","Czekanowski's minnow","","","","CYPRINIFORMES","Rhynchocypris czekanowskii","11140023127801000","140023127801","t"
"LGM","(Bleeker 1860)","TERAPONTIDAE","13028","33","","","","","","","CENTRARCHIFORMES","Lagusia micracanthus","33179506103001000","179506103001","t"
"LDH","(Bleeker 1852)","AILIIDAE","13029","13","","","","","","","SILURIFORMES","Laides hexanema","13141011102601000","141011102601","t"
"LFM","Smith 1955","BLENNIIDAE","13030","33","","","Spotty blenny","","","","BLENNIIFORMES","Laiphognathus multimaculatus","33167009110601000","167009110601","t"
"AOQ","(Bleeker 1853)","OPHICHTHIDAE","13031","33","","","","","","","ANGUILLIFORMES","Lamnostoma polyophthalmus","33120018109003000","120018109003","t"
"LTR","Taphorn & Lilyestrom 1984","LORICARIIDAE","13032","13","","","","","","","SILURIFORMES","Lamontichthys maracaibero","13141006108601000","141006108601","t"
"LDC","Collett 1905","MYCTOPHIDAE","13033","34","","","","","","","MYCTOPHIFORMES","Lampadena chavesi","34146108006602000","146108006602","t"
"LDS","Goode & Bean 1896","MYCTOPHIDAE","13034","34","","","Mirror lanternfish","","Lanternule-opale costumée","","MYCTOPHIFORMES","Lampadena speculigera","34146108006604000","146108006604","t"
"LDU","Maul 1969","MYCTOPHIDAE","13035","34","","","","","","","MYCTOPHIFORMES","Lampadena urophaos","34146108006605000","146108006605","t"
"LAC","Andriashev 1962","MYCTOPHIDAE","13036","34","","","Lantern fish","Pez linterna","Lanternule-gueulue manchot","","MYCTOPHIFORMES","Lampanyctus achirus","34146108007401000","146108007401","t"
"LPL","Goode & Bean 1896","MYCTOPHIDAE","13037","34","","","","","","","MYCTOPHIFORMES","Lampanyctus alatus","34146108007402000","146108007402","t"
"LPY","Tåning 1928","MYCTOPHIDAE","13038","34","","","","","","","MYCTOPHIFORMES","Lampanyctus ater","34146108007403000","146108007403","t"
"LYD","(Risso 1810)","MYCTOPHIDAE","13039","34","سمكة قانوسية تِمساح","鱼噩珍灯鱼","Jewel lanternfish","Madre de la anchoa","Lanterne crocodile","","MYCTOPHIFORMES","Lampanyctus crocodilus","34146108007404000","146108007404","t"
"LYU","Tåning 1928","MYCTOPHIDAE","13040","34","","","","","","","MYCTOPHIFORMES","Lampanyctus cuprarius","34146108007405000","146108007405","t"
"LYF","Tåning 1928","MYCTOPHIDAE","13041","34","","","","","","","MYCTOPHIFORMES","Lampanyctus festivus","34146108007406000","146108007406","t"
"LYI","Tåning 1928","MYCTOPHIDAE","13042","34","","","","","","","MYCTOPHIFORMES","Lampanyctus intricarius","34146108007407000","146108007407","t"
"LYL","Tåning 1928","MYCTOPHIDAE","13043","34","","","","","","","MYCTOPHIFORMES","Lampanyctus lineatus","34146108007408000","146108007408","t"
"LYO","(Goode & Bean 1896)","MYCTOPHIDAE","13044","34","","","","","","","MYCTOPHIFORMES","Lampanyctus macdonaldi","34146108007409000","146108007409","t"
"LYP","Parr 1928","MYCTOPHIDAE","13045","34","","","","","","","MYCTOPHIFORMES","Lampanyctus photonotus","34146108007411000","146108007411","t"
"LYJ","(Johnson 1890)","MYCTOPHIDAE","13046","34","","","","","","","MYCTOPHIFORMES","Lampanyctus pusillus","34146108007412000","146108007412","t"
"LYN","(Boulenger 1898)","PROCATOPODIDAE","13047","13","","","Tanganyika killifish","","","","CYPRINODONTIFORMES","Lamprichthys tanganicanus","13157014103001000","157014103001","t"
"LAI","Gilchrist 1904","LAMPRIDAE","13048","37","","","Southern opah","Opa del Sur","Poisson des dieux austral","Опах низкотелый","LAMPRIFORMES","Lampris immaculatus","37146501001002000","146501001002","t"
"OLB","(Brauer 1906)","OPHIDIIDAE","13049","34","","","","","","","OPHIDIIFORMES","Lamprogrammus brunswigi","34149802009401000","149802009401","t"
"LLC","Boulenger 1906","CICHLIDAE","13050","12","","","","","","","CICHLIFORMES","Lamprologus callipterus","12160102142201000","160102142201","t"
"LFA","(Cocco 1833)","LABRIDAE","13051","33","","","","","","","LABRIFORMES (LABROIDEI)","Lappanella fasciata","33179702116201000","179702116201","t"
"LRQ","(Rüppell 1835)","LABRIDAE","13052","33","","","","","","","LABRIFORMES (LABROIDEI)","Larabicus quadrilineatus","33179702116601000","179702116601","t"
"LRV","Jordan & Bristol 1898","SCIAENIDAE","13053","33","","","Steeplined drum","","","","ACANTHURIFORMES","Larimus acclivis","33182006111401000","182006111401","t"
"LRR","(Gill 1863)","SCIAENIDAE","13054","33","","","Silver drum","","","","ACANTHURIFORMES","Larimus argenteus","33182006111402000","182006111402","t"
"LRJ","Cuvier 1830","SCIAENIDAE","13055","33","","","Shorthead drum","Bombache cabezón","Verrue titête","","ACANTHURIFORMES","Larimus breviceps","33182006111403000","182006111403","t"
"LRF","Gilbert 1898","SCIAENIDAE","13056","33","","","Shining drum","","","","ACANTHURIFORMES","Larimus effulgens","33182006111404000","182006111404","t"
"LSI","Jordan & Bollman 1890","SCIAENIDAE","13057","33","","","Pacific drum","","","","ACANTHURIFORMES","Larimus pacificus","33182006111405000","182006111405","t"
"LAB","(Heitmans, Nijssen & Isbrücker 1983)","LORICARIIDAE","13058","13","","","","","","","SILURIFORMES","Guyanancistrus brevispinis","13141006104601000","141006104601","t"
"LTG","Boulenger 1906","LATIDAE","13059","13","","","Tanganyika lates","","","","CARANGIFORMES (CENTROPOMOIDEI)","Lates angustifrons","13155101101401000","155101101401","t"
"LTO","Worthington 1929","LATIDAE","13060","13","","","Albert lates","","","","CARANGIFORMES (CENTROPOMOIDEI)","Lates macrophthalmus","13155101101403000","155101101403","t"
"LSM","Steindachner 1909","LATIDAE","13061","13","","","Bigeye lates","","","","CARANGIFORMES (CENTROPOMOIDEI)","Lates mariae","13155101101404000","155101101404","t"
"LSL","Boulenger 1898","LATIDAE","13062","13","","","Forktail lates","","","","CARANGIFORMES (CENTROPOMOIDEI)","Lates microlepis","13155101101405000","155101101405","t"
"CLC","Smith 1939","LATIMERIIDAE","13063","34","","","Coelacanth","","","","COELACANTHIFORMES","Latimeria chalumnae","34195001001001000","195001001001","t"
"LRL","(Forster 1801)","LATRIDAE","13064","34","","","Striped trumpeter","","","","CENTRARCHIFORMES","Latris lineata","34179521103001000","179521103001","t"
"LVE","Baird & Girard 1854","LEUCISCIDAE","13065","11","","","Hitch","","","","CYPRINIFORMES","Lavinia exilicauda","11140023113001000","140023113001","t"
"GLG","(Le Danois 1913)","GOBIIDAE","13066","33","","","Guillet's goby","","","","GOBIIFORMES","Lebetus guilleti","33150109140201000","150109140201","t"
"LLT","(Regan 1903)","LEBIASINIDAE","13067","13","","","","","","","CHARACIFORMES","Lebiasina astrigata","13140316101801000","140316101801","t"
"GLC","Briggs 1957","GOBIESOCIDAE","13068","33","","","","","","","BLENNIIFORMES","Lecanogaster chrysea","33167007109801000","167007109801","t"
"LEH","Jordan & Richardson 1907","NEMACHEILIDAE","13069","11","","","","","","","CYPRINIFORMES","Lefua echigonia","11140011103001000","140011103001","t"
"LRP","(Gill 1870)","PIMELODIDAE","13070","13","","云纹滑油鲶","","","","","SILURIFORMES","Leiarius marmoratus","13141025105402000","141025105402","t"
"LCE","(Regan 1913)","BAGRIDAE","13071","13","","","Asian bumblebee catfish","","","","SILURIFORMES","Pseudomystus siamensis","13141013104601000","141013104601","t"
"LCH","Girard 1856","PSYCHROLUTIDAE","13072","33","","","Lavender sculpin","","","","PERCIFORMES (COTTOIDEI)","Leiocottus hirundo","33173535111001000","173535111001","t"
"LGL","(Valenciennes 1835)","LEIOGNATHIDAE","13073","33","","","Twoblotch ponyfish","","","","ACANTHURIFORMES","Nuchequula blochii","33182017104201000","182017104201","t"
"LGA","(Cuvier 1829)","LEIOGNATHIDAE","13074","33","","","Goldstripe ponyfish","","","","ACANTHURIFORMES","Karalla daura","33182017103001000","182017103001","t"
"LGU","(Valenciennes 1835)","LEIOGNATHIDAE","13075","33","","","Dussumier's ponyfish","","Sapsap vaguelette","","ACANTHURIFORMES","Karalla dussumieri","33182017103002000","182017103002","t"
"LGE","(Forsskål 1775)","LEIOGNATHIDAE","13076","33","","短棘鲾","Common ponyfish","","Sapsap commun","","ACANTHURIFORMES","Leiognathus equula","33182017103801000","182017103801","t"
"LGS","(Lacépède 1803)","LEIOGNATHIDAE","13077","33","","","Striped ponyfish","Motambo rayado","Sapsap rayé","","ACANTHURIFORMES","Aurigequula fasciata","33182017101001000","182017101001","t"
"LGP","(Cuvier 1829)","LEIOGNATHIDAE","13078","33","","","Splendid ponyfish","","Sapsap soleil","","ACANTHURIFORMES","Eubleekeria splendens","33182017102201000","182017102201","t"
"LTH","(Mees 1963)","TERAPONTIDAE","13079","13","","","Fortescue grunter","","","","CENTRARCHIFORMES","Leiopotherapon aheneus","13179506103401000","179506103401","t"
"AOZ","(Lay & Bennett 1839)","OPHICHTHIDAE","13080","33","","","Saddled snake-eel","","","","ANGUILLIFORMES","Leiuranus semicinctus","33120018109401000","120018109401","t"
"GTU","Sakai & Nakamura 1979","GOBIIDAE","13081","13","","","","","","","GOBIIFORMES","Lentipes armatus","13150109140601000","150109140601","t"
"GLN","(Briggs 1962)","GOBIESOCIDAE","13082","33","","","","","","","BLENNIIFORMES","Flabellicauda bolini","33167007106601000","167007106601","t"
"GLR","Risso 1810","GOBIESOCIDAE","13083","33","","","Connemara clingfish","","Lépadogastère de Candolle","","BLENNIIFORMES","Lepadogaster candolii","33167007110201000","167007110201","t"
"GLP","(Walbaum 1792)","GOBIESOCIDAE","13084","33","","","Shore clingfish","","Lépadogastère de Gouan","","BLENNIIFORMES","Lepadogaster lepadogaster","33167007110202000","167007110202","t"
"LPA","Roberts 1966","ALESTIDAE","13085","13","","","Jellybean tetra","","","","CHARACIFORMES","Lepidarchus adonis","13140304106201000","140304106201","t"
"LIE","(Steindachner 1909)","CICHLIDAE","13086","12","","","","","","","CICHLIFORMES","Lepidiolamprologus attenuatus","12160102142601000","160102142601","t"
"LPE","(Günther 1887)","MORIDAE","13087","32","","","Patagonian codling","","Moro subantarctique","","GADIFORMES","Lepidion ensiferus","32148012103801000","148012103801","t"
"LPS","(Günther 1887)","MORIDAE","13088","32","","","North Atlantic codling","","","","GADIFORMES","Lepidion eques","32148002002002000","148002002002","t"
"LPH","(Giglioli 1880)","MORIDAE","13089","32","","","","","","","GADIFORMES","Lepidion guentheri","32148012103802000","148012103802","t"
"LPJ","(Risso 1810)","MORIDAE","13090","32","","","Mediterranean codling","","Mostelle à plumet","","GADIFORMES","Lepidion lepidion","32148012103803000","148012103803","t"
"LMF","Cowper 1956","MORIDAE","13091","32","","","Small-headed cod","","","","GADIFORMES","Lepidion microcephalus","32148012103804000","148012103804","t"
"LLD","Steindachner 1867","TRIPTERYGIIDAE","13092","33","","","Eastern jumping blenny","","","","BLENNIIFORMES","Lepidoblennius haplodactylus","33167008106601000","167008106601","t"
"LDF","Weber 1913","CITHARIDAE","13093","31","","","Scale-eyed flounder","","","","CARANGIFORMES (PLEURONECTOIDEI)","Lepidoblepharon ophthalmolepis","31155207102601000","155207102601","t"
"LEG","(Hamilton 1822)","COBITIDAE","13094","11","","","Guntea loach","","","","CYPRINIFORMES","Lepidocephalichthys guntea","11140005102602000","140005102602","t"
"LEI","(Valenciennes 1846)","COBITIDAE","13095","11","","","","","","","CYPRINIFORMES","Lepidocephalichthys thermalis","11140005102603000","140005102603","t"
"LED","Chaudhuri 1912","COBITIDAE","13096","11","","","","","","","CYPRINIFORMES","Lepidocephalichthys annandalei","11140005102601000","140005102601","t"
"LLA","Mees 1961","LEPIDOGALAXIIDAE","13097","23","","","Dwarf pencilfish","","","","LEPIDOGALAXIIFORMES","Lepidogalaxias salamandroides","23141201101001000","141201101001","t"
"GPL","(Girard 1858)","GOBIIDAE","13098","33","","","Bay goby","","","","GOBIIFORMES","Lepidogobius lepidus","33150109141001000","150109141001","t"
"LPV","Cope 1874","LEUCISCIDAE","13099","11","","","Little Colorado spinedace","","","","CYPRINIFORMES","Lepidomeda vittata","11140023113401000","140023113401","t"
"LNI","Allen & Robertson 1992","TRIPTERYGIIDAE","13100","33","","","Twinspot triplefin","","","","BLENNIIFORMES","Lepidonectes bimaculatus","33167008107001000","167008107001","t"
"LDP","(Waite 1899)","ANTHIADIDAE","13101","33","","","Orange perch","","","","PERCIFORMES (PERCOIDEI)","Lepidoperca pulchella","33170002104601000","170002104601","t"
"LHG","(Brauer 1906)","MYCTOPHIDAE","13102","34","","","","","","","MYCTOPHIFORMES","Lepidophanes gaussi","34146108007801000","146108007801","t"
"LSO","Snyder 1911","PLEURONECTIDAE","13103","31","","","Dusky sole","","","","CARANGIFORMES (PLEURONECTOIDEI)","Lepidopsetta mochigarei","31155212105002000","155212105002","t"
"SDF","Rosenblatt & Wilson 1987","TRICHIURIDAE","13104","34","سمك-حُسام المُحيط الهادئ","菲氏叉尾带鱼","Pacific scabbardfish","Pez cinto de Fitch","Poisson-sabre yatagan","","SCOMBRIFORMES (SCOMBROIDEI)","Lepidopus fitchi","34152516103003000","152516103003","t"
"LPT","Raj 1941","CYPRINIDAE","13105","11","","","","","","","CYPRINIFORMES","Lepidopygopsis typus","11140014121401000","140014121401","t"
"LDE","Richardson 1846","MACROURIDAE","13106","32","","","Thorntooth grenadier","","","","GADIFORMES","Lepidorhynchus denticulatus","32148017104601000","148017104601","t"
"LLP","Fitzinger 1837","LEPIDOSIRENIDAE","13107","13","","","South American lungfish","","","","CERATODONTIFORMES","Lepidosiren paradoxa","13197002101001000","197002101001","t"
"LDY","Hutton 1872","TRIGLIDAE","13108","34","","","Scaly gurnard","","","","PERCIFORMES (SCORPAENOIDEI)","Lepidotrigla brachyoptera","34172520103002000","172520103002","t"
"LDR","Richards 1968","TRIGLIDAE","13109","34","","","Carol's gurnard","","","","PERCIFORMES (SCORPAENOIDEI)","Lepidotrigla carolae","34172520103004000","172520103004","t"
"LDV","(Lacépède 1801)","TRIGLIDAE","13110","34","","","Large-scaled gurnard","","Cavillone","","PERCIFORMES (SCORPAENOIDEI)","Lepidotrigla cavillone","34172520103005000","172520103005","t"
"LDM","Günther 1873","TRIGLIDAE","13111","34","","","","","","","PERCIFORMES (SCORPAENOIDEI)","Lepidotrigla microptera","34172520103008000","172520103008","t"
"LDN","(Richardson 1839)","TRIGLIDAE","13112","34","","","Butterfly gurnard","","","","PERCIFORMES (SCORPAENOIDEI)","Lepidotrigla vanessa","34172520103010000","172520103010","t"
"LZA","(Bleeker 1856)","POMACENTRIDAE","13113","33","","","Fusilier damselfish","","","","BLENNIIFORMES","Lepidozygus tapeinosoma","33167003106201000","167003106201","t"
"LER","(Cuvier 1830)","SCIAENIDAE","13114","33","","","San Francisco croaker","","","","ACANTHURIFORMES","Pachyurus francisci","33182006118203000","182006118203","t"
"LIK","Günther 1860","SCIAENIDAE","13115","33","","","Amazon croaker","","","","ACANTHURIFORMES","Pachyurus schomburgkii","33182006118204000","182006118204","t"
"LLO","(Linnaeus 1758)","LEPISOSTEIDAE","13116","13","","雀鳝","Longnose gar","Catán aguja","Lépisosté osseux","","LEPISOSTEIFORMES","Lepisosteus osseus","13117401001802000","117401001802","t"
"LLS","(Lacépède 1803)","LEPISOSTEIDAE","13117","13","","","Alligator gar","Catán","Garpique alligator","","LEPISOSTEIFORMES","Atractosteus spatula","13117401001001000","117401001001","t"
"LEJ","(Linnaeus 1758)","CENTRARCHIDAE","13118","13","","","Pumpkinseed","","Crapet- soleil","","CENTRARCHIFORMES","Lepomis gibbosus","13179511103001000","179511103001","t"
"LMM","Rafinesque 1819","CENTRARCHIDAE","13119","13","","","Bluegill","Mojarra oreja azul","Crapet arlequin","","CENTRARCHIFORMES","Lepomis macrochirus","13179511103002000","179511103002","t"
"OLA","Robins 1961","OPHIDIIDAE","13120","34","","","","Perla lucia","Brotule sombre","","OPHIDIIFORMES","Lepophidium aporrhox","34149802009801000","149802009801","t"
"LPU","(Valenciennes 1850)","ANOSTOMIDAE","13121","13","","","","","","","CHARACIFORMES","Leporellus vittatus","13140312102601000","140312102601","t"
"LPC","(Bloch 1794)","ANOSTOMIDAE","13122","13","","","Banded leporinus","","","","CHARACIFORMES","Leporinus fasciatus","13140312103003000","140312103003","t"
"LPD","(Valenciennes 1847)","ANOSTOMIDAE","13123","13","","弗氏兔脂鯉","Threespot leporinus","","","","CHARACIFORMES","Leporinus friderici","13140312103004000","140312103004","t"
"LPR","Eigenmann 1912","ANOSTOMIDAE","13124","13","","","","","","","CHARACIFORMES","Leporinus granti","13140312103005000","140312103005","t"
"LPB","(Valenciennes 1837)","ANOSTOMIDAE","13125","13","","鈍齿巨兔脂鲤","","Bogón","","","CHARACIFORMES","Megaleporinus obtusidens","13140312103404000","140312103404","t"
"LGD","(Bloch & Schneider 1801)","AGONIDAE","13126","33","","","Atlantic poacher","","","","PERCIFORMES (COTTOIDEI)","Leptagonus decagonus","33173536105801000","173536105801","t"
"ALW","Myers & Wade 1941","OPHICHTHIDAE","13127","33","جارِن نحيف","蠕形小龟鳗","Slender worm-eel","Tieso esbelto","Serpenton mince","","ANGUILLIFORMES","Leptenchelys vermiformis","33120018109801000","120018109801","t"
"LPM","Reis 1997","CALLICHTHYIDAE","13128","13","","","","","","","SILURIFORMES","Lepthoplosternum altamazonicum","13141005103001000","141005103001","t"
"LEU","(Temminck & Schlegel 1846)","BOTIIDAE","13129","11","","","","","","","CYPRINIFORMES","Parabotia curtus","11140003101801000","140003101801","t"
"LLE","Steindachner 1878","LEPTOBRAMIDAE","13130","33","","","Beachsalmon","","","","CARANGIFORMES (TOXOTOIDEI)","Leptobrama muelleri","33155322101001000","155322101001","t"
"LPO","Buckup 1993","CRENUCHIDAE","13131","13","","","","","","","CHARACIFORMES","Leptocharacidium omospilus","13140303103001000","140303103001","t"
"CLL","(Müller & Henle 1839)","LEPTOCHARIIDAE","13132","38","كلب البحر بِلِحْية","细须雅鲨","Barbeled houndshark","Tiburón barbudo","Émissole barbue","","CARCHARHINIFORMES","Leptocharias smithii","38108005001001000","108005001001","t"
"LLG","Garman 1899","ALEPOCEPHALIDAE","13133","34","","","","","","","ALEPOCEPHALIFORMES","Leptochilichthys agassizii","34121514005401000","121514005401","t"
"LCR","Girard 1854","COTTIDAE","13134","33","","","Pacific staghorn sculpin","","","","PERCIFORMES (COTTOIDEI)","Leptocottus armatus","33173534104201000","173534104201","t"
"LPG","(Daget 1962)","DANIONIDAE","13135","11","","","","","","","CYPRINIFORMES","Leptocypris guineensis","11140016107001000","140016107001","t"
"LPN","(Joannis 1835)","DANIONIDAE","13136","11","","","","","","","CYPRINIFORMES","Leptocypris niloticus","11140016107002000","140016107002","t"
"AEL","Abe, Marumo & Kawaguchi 1965","ALEPOCEPHALIDAE","13137","34","","","","","","","ALEPOCEPHALIFORMES","Leptoderma lubricum","34121514005801000","121514005801","t"
"LTC","(Günther 1868)","DORADIDAE","13138","13","","","","","","","SILURIFORMES","Leptodoras acipenserinus","13141022106201000","141022106201","t"
"LGB","Poll 1959","AMPHILIIDAE","13139","13","","","","","","","SILURIFORMES","Leptoglanis bouilloni","13141035102601000","141035102601","t"
"LTF","Kaup 1853","SYNGNATHIDAE","13140","33","","","Brush-tailed pipefish","","","","SYNGNATHIFORMES","Leptoichthys fistularius","33151010112601000","151010112601","t"
"JUH","Randall & Ferraris 1981","LABRIDAE","13141","33","","","","","","","LABRIFORMES (LABROIDEI)","Leptojulis chrysotaenia","33179702117001000","179702117001","t"
"LLN","(Myers 1942)","RIVULIDAE","13142","13","","","Barredtail pearlfish","","","","CYPRINODONTIFORMES","Notholebias minimus","13157003101801000","157003101801","t"
"LUO","(Jordan 1884)","FUNDULIDAE","13143","13","","","Pygmy killifish","","","","CYPRINODONTIFORMES","Leptolucania ommata","13157005101401000","157005101401","t"
